session,level,subject,articles,citations,hindex,real_articles,real_citations,real_hindex,threshold_articles,threshold_citations,threshold_hindex
1,1,01-A2,19,30,3,25,78,5,8,29,4
1,1,01-A2,3,18,3,8,71,5,8,29,4
1,1,01-A2,7,13,2,10,65,4,8,29,4
1,1,01-A2,7,21,3,10,50,4,8,29,4
1,1,01-A2,6,16,3,32,124,6,8,29,4
1,1,01-A2,5,6,1,8,31,3,8,29,4
1,1,01-A2,4,4,2,13,38,4,8,29,4
1,1,01-A2,12,24,3,18,61,4,8,29,4
1,1,01-A2,11,64,4,13,119,5,8,29,4
1,1,01-A2,6,16,3,31,143,7,8,29,4
1,1,01-A2,24,29,3,25,78,5,8,29,4
1,1,01-A2,6,12,2,8,48,4,8,29,4
1,1,01-A2,5,40,2,8,88,4,8,29,4
1,1,01-A2,1,0,0,3,46,4,8,29,4
1,1,01-A2,28,111,5,28,177,8,8,29,4
1,1,01-A2,3,30,3,22,79,6,8,29,4
1,1,01-A2,7,12,2,11,44,4,8,29,4
1,1,01-A2,7,18,2,10,43,5,8,29,4
1,1,01-A2,16,46,4,23,132,6,8,29,4
1,1,01-A2,20,68,5,23,158,7,8,29,4
1,1,01-A2,3,4,1,14,39,4,8,29,4
1,1,01-A2,24,216,8,40,329,10,8,29,4
1,1,01-A2,9,23,3,11,58,4,8,29,4
1,1,01-A2,27,57,4,36,193,8,8,29,4
1,1,01-A2,7,26,3,11,58,4,8,29,4
1,1,01-A2,6,50,5,8,37,3,8,29,4
1,1,01-A2,18,82,5,19,107,6,8,29,4
1,1,01-A2,15,54,3,18,108,5,8,29,4
1,1,01-A2,6,8,2,25,138,7,8,29,4
1,1,01-A2,12,10,2,25,304,9,8,29,4
1,1,01-A2,9,12,3,10,45,5,8,29,4
1,1,01-A2,8,17,2,11,82,6,8,29,4
1,1,01-A2,13,25,3,28,146,7,8,29,4
1,1,01-A2,28,119,8,34,110,5,8,29,4
1,1,01-A2,11,21,3,15,65,5,8,29,4
1,1,01-A2,13,25,3,16,84,6,8,29,4
1,1,01-A2,19,263,8,20,313,9,8,29,4
1,1,01-A2,9,44,3,12,63,6,8,29,4
1,1,01-A2,21,46,4,25,153,8,8,29,4
1,1,01-A2,20,20,3,25,42,4,8,29,4
1,1,01-A2,15,34,3,20,123,6,8,29,4
1,1,01-A2,11,30,3,12,58,5,8,29,4
2,1,01-A2,19,207,7,21,329,8,8,29,4
2,1,01-A2,12,50,5,18,163,7,8,29,4
2,1,01-A2,19,66,4,19,97,4,8,29,4
2,1,01-A2,7,58,5,13,123,7,8,29,4
2,1,01-A2,26,56,4,29,97,7,8,29,4
2,1,01-A2,19,176,7,22,339,10,8,29,4
2,1,01-A2,14,20,2,19,134,7,8,29,4
2,1,01-A2,10,48,4,13,144,7,8,29,4
2,1,01-A2,47,132,6,77,267,9,8,29,4
2,1,01-A2,5,37,3,23,102,5,8,29,4
2,1,01-A2,2,41,4,11,84,6,8,29,4
2,1,01-A2,16,7,2,23,110,6,8,29,4
2,1,01-A2,9,110,4,9,90,5,8,29,4
3,1,01-A2,12,65,5,15,101,7,8,29,4
3,1,01-A2,18,32,3,23,75,5,8,29,4
3,1,01-A2,8,25,3,12,61,5,8,29,4
3,1,01-A2,12,18,2,20,64,4,8,29,4
3,1,01-A2,18,38,3,18,102,6,8,29,4
3,1,01-A2,10,33,3,14,81,6,8,29,4
3,1,01-A2,9,37,3,15,124,7,8,29,4
4,1,01-A2,21,246,8,23,457,13,8,29,4
4,1,01-A2,10,19,3,11,44,4,8,29,4
4,1,01-A2,21,33,3,23,87,6,8,29,4
4,1,01-A2,14,23,3,17,87,6,8,29,4
4,1,01-A2,11,35,4,12,85,6,8,29,4
4,1,01-A2,7,41,5,7,46,4,8,29,4
4,1,01-A2,6,60,5,9,48,4,8,29,4
4,1,01-A2,10,33,3,12,65,5,8,29,4
4,1,01-A2,18,61,3,18,127,6,8,29,4
4,1,01-A2,4,5,1,10,45,5,8,29,4
4,1,01-A2,4,9,2,37,221,8,8,29,4
4,1,01-A2,10,18,2,10,31,3,8,29,4
4,1,01-A2,10,21,2,12,63,5,8,29,4
4,1,01-A2,4,20,3,8,88,5,8,29,4
4,1,01-A2,9,17,2,12,96,6,8,29,4
4,1,01-A2,11,11,2,34,114,5,8,29,4
4,1,01-A2,12,107,4,15,132,6,8,29,4
4,1,01-A2,19,49,4,25,109,6,8,29,4
4,1,01-A2,16,11,2,31,66,4,8,29,4
4,1,01-A2,14,31,4,20,114,6,8,29,4
4,1,01-A2,8,14,3,8,36,4,8,29,4
4,1,01-A2,8,26,4,13,92,6,8,29,4
4,1,01-A2,11,25,3,15,63,4,8,29,4
4,1,01-A2,20,64,4,26,183,9,8,29,4
4,1,01-A2,5,0,0,6,61,5,8,29,4
4,1,01-A2,27,124,8,37,132,5,8,29,4
4,1,01-A2,8,481,12,39,837,16,8,29,4
4,1,01-A2,0,37,4,27,111,6,8,29,4
4,1,01-A2,14,25,3,26,62,5,8,29,4
4,1,01-A2,18,16,3,32,150,8,8,29,4
4,1,01-A2,7,29,3,11,75,5,8,29,4
4,1,01-A2,12,24,3,16,63,6,8,29,4
4,1,01-A2,7,16,2,9,50,5,8,29,4
4,1,01-A2,10,19,3,14,96,6,8,29,4
4,1,01-A2,14,48,4,16,120,6,8,29,4
4,1,01-A2,12,63,4,17,118,6,8,29,4
5,1,01-A2,6,63,5,13,142,8,8,29,4
5,1,01-A2,10,40,5,15,72,5,8,29,4
5,1,01-A2,16,71,4,18,122,7,8,29,4
5,1,01-A2,7,12,2,8,42,4,8,29,4
5,1,01-A2,8,39,3,12,78,5,8,29,4
5,1,01-A2,1,12,2,18,185,7,8,29,4
5,1,01-A2,5,22,3,15,101,6,8,29,4
5,1,01-A2,9,18,3,23,90,6,8,29,4
5,1,01-A2,7,34,3,9,185,8,8,29,4
5,1,01-A2,12,29,3,12,56,5,8,29,4
5,1,01-A2,12,47,4,15,148,7,8,29,4
5,1,01-A2,6,44,3,8,108,5,8,29,4
5,1,01-A2,12,204,9,17,231,10,8,29,4
5,1,01-A2,10,20,3,18,51,4,8,29,4
5,1,01-A2,4,20,4,9,47,5,8,29,4
5,1,01-A2,9,18,2,14,41,4,8,29,4
5,1,01-A2,15,60,5,15,105,7,8,29,4
5,1,01-A2,20,18,2,27,65,5,8,29,4
5,1,01-A2,12,34,3,14,69,5,8,29,4
5,1,01-A2,16,103,6,16,129,6,8,29,4
5,1,01-A2,23,210,8,42,339,11,8,29,4
5,1,01-A2,0,22,3,8,109,5,8,29,4
5,1,01-A2,17,17,3,15,47,4,8,29,4
5,1,01-A2,21,41,4,35,265,10,8,29,4
5,1,01-A2,9,33,3,8,49,4,8,29,4
5,1,01-A2,6,42,5,7,86,6,8,29,4
5,1,01-A2,15,16,3,21,70,5,8,29,4
5,1,01-A2,4,10,2,11,87,5,8,29,4
5,1,01-A2,10,22,3,13,57,5,8,29,4
5,1,01-A2,15,61,5,17,91,6,8,29,4
5,1,01-A2,17,34,3,18,89,6,8,29,4
5,1,01-A2,15,62,5,17,102,6,8,29,4
5,1,01-A2,7,18,3,13,239,8,8,29,4
5,1,01-A2,8,33,4,9,81,5,8,29,4
5,1,01-A2,2,3,1,9,79,4,8,29,4
5,1,01-A2,6,8,1,8,38,4,8,29,4
5,1,01-A2,16,57,5,23,235,9,8,29,4
5,1,01-A2,39,118,6,49,165,7,8,29,4
5,1,01-A2,21,69,5,28,186,9,8,29,4
5,1,01-A2,10,26,4,17,53,5,8,29,4
5,1,01-A2,14,34,3,16,84,5,8,29,4
5,1,01-A2,6,21,3,12,64,5,8,29,4
5,1,01-A2,3,20,3,5,79,5,8,29,4
5,1,01-A2,7,18,2,8,19,2,8,29,4
5,1,01-A2,13,27,3,14,59,4,8,29,4
5,1,01-A2,10,14,3,11,45,5,8,29,4
5,1,01-A2,6,42,4,7,41,3,8,29,4
5,1,01-A2,17,39,4,21,119,6,8,29,4
5,1,01-A2,12,60,6,14,118,8,8,29,4
5,1,01-A2,6,94,3,12,39,4,8,29,4
5,1,01-A2,7,19,2,16,175,8,8,29,4
5,1,01-A2,19,75,5,21,101,6,8,29,4
5,1,01-A2,14,36,3,15,62,5,8,29,4
5,1,01-A2,8,31,3,9,51,4,8,29,4
5,1,01-A2,14,37,4,18,97,6,8,29,4
5,1,01-A2,8,7,2,10,41,3,8,29,4
5,1,01-A2,7,10,2,11,55,5,8,29,4
5,1,01-A2,9,22,3,19,160,7,8,29,4
5,1,01-A2,9,30,3,13,47,4,8,29,4
5,1,01-A2,3,7,1,6,57,5,8,29,4
5,1,01-A2,5,25,4,6,48,4,8,29,4
5,1,01-A2,6,20,3,7,43,4,8,29,4
5,1,01-A2,10,24,3,13,71,6,8,29,4
5,1,01-A2,10,10,2,20,98,6,8,29,4
5,1,01-A2,25,655,14,36,883,17,8,29,4
5,1,01-A2,6,23,2,9,50,4,8,29,4
5,1,01-A2,9,34,3,12,82,5,8,29,4
5,1,01-A2,12,16,2,17,171,8,8,29,4
1,1,01-A3,19,196,8,25,343,10,10,83,5
1,1,01-A3,13,66,5,19,160,6,10,83,5
1,1,01-A3,9,30,2,20,129,6,10,83,5
1,1,01-A3,22,102,6,34,351,11,10,83,5
1,1,01-A3,16,76,5,20,149,7,10,83,5
1,1,01-A3,7,24,3,9,114,7,10,83,5
1,1,01-A3,20,60,5,24,131,7,10,83,5
1,1,01-A3,12,57,3,16,84,5,10,83,5
1,1,01-A3,13,171,8,15,192,8,10,83,5
1,1,01-A3,22,93,7,22,129,7,10,83,5
1,1,01-A3,17,159,6,21,391,9,10,83,5
1,1,01-A3,20,69,5,24,229,7,10,83,5
1,1,01-A3,22,122,7,24,202,9,10,83,5
1,1,01-A3,29,67,5,36,185,8,10,83,5
1,1,01-A3,13,220,7,16,456,10,10,83,5
1,1,01-A3,8,29,4,13,84,6,10,83,5
1,1,01-A3,9,131,5,18,291,8,10,83,5
1,1,01-A3,14,59,4,16,131,7,10,83,5
1,1,01-A3,4,40,4,13,158,7,10,83,5
1,1,01-A3,10,110,6,12,152,8,10,83,5
1,1,01-A3,14,124,6,17,312,11,10,83,5
1,1,01-A3,22,27,3,39,139,7,10,83,5
1,1,01-A3,4,3,1,11,103,4,10,83,5
1,1,01-A3,22,82,6,27,153,7,10,83,5
1,1,01-A3,24,69,4,28,128,6,10,83,5
1,1,01-A3,11,49,5,13,85,6,10,83,5
1,1,01-A3,19,144,6,19,288,8,10,83,5
1,1,01-A3,12,62,5,16,159,10,10,83,5
1,1,01-A3,10,48,4,12,123,5,10,83,5
1,1,01-A3,24,77,5,37,266,10,10,83,5
1,1,01-A3,2,9,2,15,224,9,10,83,5
1,1,01-A3,21,69,5,27,195,8,10,83,5
1,1,01-A3,9,19,3,12,91,6,10,83,5
1,1,01-A3,11,52,4,14,118,6,10,83,5
1,1,01-A3,11,49,4,22,129,7,10,83,5
1,1,01-A3,21,183,9,27,276,11,10,83,5
1,1,01-A3,14,41,4,15,91,5,10,83,5
1,1,01-A3,9,98,6,10,154,6,10,83,5
1,1,01-A3,22,108,6,32,175,7,10,83,5
1,1,01-A3,20,145,6,16,119,7,10,83,5
1,1,01-A3,7,13,2,19,145,7,10,83,5
1,1,01-A3,16,22,3,17,70,5,10,83,5
1,1,01-A3,7,14,3,15,131,6,10,83,5
1,1,01-A3,9,57,3,11,157,8,10,83,5
1,1,01-A3,22,125,7,25,265,10,10,83,5
1,1,01-A3,6,8,2,25,138,7,10,83,5
1,1,01-A3,24,29,3,25,78,5,10,83,5
1,1,01-A3,16,80,5,16,135,7,10,83,5
1,1,01-A3,6,34,3,10,127,6,10,83,5
1,1,01-A3,10,78,5,8,122,7,10,83,5
1,1,01-A3,16,75,5,38,1161,16,10,83,5
1,1,01-A3,30,102,6,45,255,8,10,83,5
1,1,01-A3,18,214,6,21,466,10,10,83,5
1,1,01-A3,17,233,8,23,533,10,10,83,5
1,1,01-A3,17,186,8,18,177,8,10,83,5
1,1,01-A3,35,127,6,45,293,9,10,83,5
1,1,01-A3,18,53,4,25,101,6,10,83,5
1,1,01-A3,17,42,4,22,106,7,10,83,5
1,1,01-A3,13,63,5,23,199,7,10,83,5
1,1,01-A3,12,184,6,35,762,17,10,83,5
1,1,01-A3,6,100,4,7,206,6,10,83,5
1,1,01-A3,33,73,6,33,136,7,10,83,5
1,1,01-A3,13,115,7,15,133,6,10,83,5
1,1,01-A3,7,18,2,10,43,5,10,83,5
1,1,01-A3,11,9,2,24,282,8,10,83,5
1,1,01-A3,8,131,5,12,279,7,10,83,5
1,1,01-A3,14,65,4,19,146,6,10,83,5
1,1,01-A3,8,31,3,15,105,7,10,83,5
1,1,01-A3,11,99,6,13,140,7,10,83,5
1,1,01-A3,18,30,3,34,222,9,10,83,5
1,1,01-A3,2,3,1,17,163,8,10,83,5
1,1,01-A3,11,36,3,19,98,5,10,83,5
1,1,01-A3,10,15,2,12,73,5,10,83,5
1,1,01-A3,24,149,7,31,394,10,10,83,5
1,1,01-A3,8,45,4,12,102,7,10,83,5
1,1,01-A3,13,131,7,19,252,9,10,83,5
1,1,01-A3,17,16,2,25,135,6,10,83,5
1,1,01-A3,13,62,5,14,106,6,10,83,5
1,1,01-A3,3,5,1,19,354,12,10,83,5
1,1,01-A3,21,28,3,30,90,5,10,83,5
1,1,01-A3,6,41,4,13,85,5,10,83,5
1,1,01-A3,19,55,4,22,86,5,10,83,5
1,1,01-A3,12,36,4,16,93,6,10,83,5
1,1,01-A3,9,25,3,21,325,10,10,83,5
1,1,01-A3,15,110,7,16,125,6,10,83,5
1,1,01-A3,10,59,5,13,89,7,10,83,5
1,1,01-A3,9,49,4,12,95,5,10,83,5
1,1,01-A3,5,5,1,24,134,7,10,83,5
1,1,01-A3,6,39,4,17,121,7,10,83,5
1,1,01-A3,2,11,1,17,230,10,10,83,5
1,1,01-A3,16,130,8,20,138,8,10,83,5
1,1,01-A3,20,58,4,27,168,7,10,83,5
1,1,01-A3,8,46,4,7,138,6,10,83,5
1,1,01-A3,11,48,5,12,81,6,10,83,5
1,1,01-A3,11,63,5,13,118,6,10,83,5
1,1,01-A3,19,220,8,22,299,10,10,83,5
1,1,01-A3,8,19,2,15,138,8,10,83,5
1,1,01-A3,15,151,6,24,396,10,10,83,5
1,1,01-A3,16,49,3,18,73,5,10,83,5
1,1,01-A3,13,80,6,20,158,8,10,83,5
1,1,01-A3,9,4,1,25,115,7,10,83,5
1,1,01-A3,10,6,1,20,330,8,10,83,5
1,1,01-A3,13,69,4,74,773,16,10,83,5
1,1,01-A3,12,77,5,13,118,7,10,83,5
2,1,01-A3,19,481,7,24,849,10,10,83,5
2,1,01-A3,15,66,5,15,83,5,10,83,5
2,1,01-A3,5,18,2,12,99,6,10,83,5
2,1,01-A3,7,35,4,18,168,9,10,83,5
2,1,01-A3,10,62,5,10,56,5,10,83,5
2,1,01-A3,8,65,5,14,116,7,10,83,5
2,1,01-A3,8,44,3,14,100,6,10,83,5
2,1,01-A3,12,51,4,14,136,7,10,83,5
2,1,01-A3,19,285,10,20,384,12,10,83,5
2,1,01-A3,5,21,3,11,76,5,10,83,5
2,1,01-A3,15,32,4,15,59,5,10,83,5
2,1,01-A3,28,171,8,32,326,11,10,83,5
2,1,01-A3,9,13,2,27,156,6,10,83,5
2,1,01-A3,14,77,5,27,181,8,10,83,5
3,1,01-A3,11,27,2,16,100,6,10,83,5
3,1,01-A3,14,13,2,22,158,8,10,83,5
3,1,01-A3,14,41,3,17,179,8,10,83,5
3,1,01-A3,13,33,3,23,92,5,10,83,5
3,1,01-A3,21,500,9,31,499,11,10,83,5
3,1,01-A3,16,114,6,19,214,8,10,83,5
3,1,01-A3,13,29,3,16,113,7,10,83,5
3,1,01-A3,19,190,7,32,236,8,10,83,5
3,1,01-A3,9,21,3,14,188,9,10,83,5
3,1,01-A3,18,38,3,18,102,6,10,83,5
4,1,01-A3,18,47,4,22,116,7,10,83,5
4,1,01-A3,18,30,3,22,79,5,10,83,5
4,1,01-A3,24,37,4,27,111,6,10,83,5
4,1,01-A3,14,61,5,18,144,8,10,83,5
4,1,01-A3,1,0,0,16,79,5,10,83,5
4,1,01-A3,4,15,2,10,66,5,10,83,5
4,1,01-A3,17,129,7,18,171,7,10,83,5
4,1,01-A3,9,48,4,13,111,7,10,83,5
4,1,01-A3,7,54,4,12,118,7,10,83,5
4,1,01-A3,1,1,1,37,223,8,10,83,5
4,1,01-A3,14,195,9,16,217,9,10,83,5
4,1,01-A3,16,48,4,16,98,7,10,83,5
4,1,01-A3,14,215,6,15,404,9,10,83,5
4,1,01-A3,9,52,3,16,91,6,10,83,5
4,1,01-A3,20,30,3,25,100,6,10,83,5
4,1,01-A3,9,46,4,14,97,5,10,83,5
4,1,01-A3,24,98,5,37,294,9,10,83,5
4,1,01-A3,13,60,4,17,155,7,10,83,5
4,1,01-A3,15,124,6,19,246,9,10,83,5
4,1,01-A3,21,98,5,37,1318,19,10,83,5
4,1,01-A3,7,20,3,12,88,5,10,83,5
4,1,01-A3,22,45,4,29,121,7,10,83,5
4,1,01-A3,12,62,4,17,118,6,10,83,5
5,1,01-A3,14,152,8,18,235,9,10,83,5
5,1,01-A3,2,4,1,8,117,7,10,83,5
5,1,01-A3,8,92,6,10,94,5,10,83,5
5,1,01-A3,30,154,7,29,219,8,10,83,5
5,1,01-A3,19,103,5,47,198,8,10,83,5
5,1,01-A3,0,9,2,22,276,10,10,83,5
5,1,01-A3,5,90,6,16,176,8,10,83,5
5,1,01-A3,10,86,5,12,162,7,10,83,5
5,1,01-A3,10,86,5,13,158,7,10,83,5
5,1,01-A3,25,217,9,34,560,14,10,83,5
5,1,01-A3,19,137,6,15,121,7,10,83,5
5,1,01-A3,22,169,8,26,310,10,10,83,5
5,1,01-A3,14,717,13,18,815,14,10,83,5
5,1,01-A3,19,212,9,31,446,11,10,83,5
5,1,01-A3,10,191,9,14,325,12,10,83,5
5,1,01-A3,24,207,9,38,667,15,10,83,5
5,1,01-A3,6,66,4,10,117,6,10,83,5
5,1,01-A3,10,95,6,11,167,6,10,83,5
5,1,01-A3,5,213,8,7,150,7,10,83,5
5,1,01-A3,9,59,5,10,153,9,10,83,5
5,1,01-A3,16,75,6,17,154,8,10,83,5
5,1,01-A3,12,59,4,17,169,7,10,83,5
5,1,01-A3,8,33,4,11,68,5,10,83,5
5,1,01-A3,13,60,5,19,129,7,10,83,5
5,1,01-A3,9,55,5,14,126,7,10,83,5
5,1,01-A3,12,46,3,18,102,6,10,83,5
5,1,01-A3,28,655,14,36,883,17,10,83,5
5,1,01-A3,10,64,5,16,161,8,10,83,5
5,1,01-A3,14,231,7,20,557,10,10,83,5
5,1,01-A3,25,151,8,26,255,8,10,83,5
5,1,01-A3,18,135,7,15,198,8,10,83,5
5,1,01-A3,22,230,9,27,456,15,10,83,5
5,1,01-A3,19,264,8,43,749,15,10,83,5
5,1,01-A3,6,41,4,9,149,6,10,83,5
5,1,01-A3,4,54,4,7,146,7,10,83,5
5,1,01-A3,11,276,8,15,376,9,10,83,5
5,1,01-A3,20,45,3,26,149,7,10,83,5
5,1,01-A3,11,81,6,13,117,8,10,83,5
5,1,01-A3,41,880,14,108,2033,22,10,83,5
5,1,01-A3,9,25,3,13,66,6,10,83,5
5,1,01-A3,11,43,5,22,233,9,10,83,5
5,1,01-A3,20,158,6,33,485,13,10,83,5
5,1,01-A3,21,339,9,26,554,13,10,83,5
5,1,01-A3,16,103,6,16,129,6,10,83,5
5,1,01-A3,15,93,5,16,148,7,10,83,5
5,1,01-A3,18,47,4,25,120,7,10,83,5
5,1,01-A3,26,227,9,40,417,13,10,83,5
5,1,01-A3,18,209,8,23,304,11,10,83,5
5,1,01-A3,9,30,4,17,201,8,10,83,5
5,1,01-A3,15,90,6,17,160,9,10,83,5
5,1,01-A3,14,80,6,19,115,6,10,83,5
5,1,01-A3,15,131,6,17,152,7,10,83,5
5,1,01-A3,20,457,12,26,627,15,10,83,5
5,1,01-A3,13,38,4,23,200,8,10,83,5
5,1,01-A3,16,220,10,22,329,10,10,83,5
5,1,01-A3,14,152,7,25,446,12,10,83,5
5,1,01-A3,3,5,2,37,428,12,10,83,5
5,1,01-A3,9,113,6,12,287,9,10,83,5
5,1,01-A3,27,112,7,33,203,8,10,83,5
5,1,01-A3,17,82,5,17,115,5,10,83,5
5,1,01-A3,15,201,9,18,341,9,10,83,5
5,1,01-A3,18,100,6,25,216,8,10,83,5
5,1,01-A3,16,79,5,22,217,9,10,83,5
5,1,01-A3,14,93,6,24,248,8,10,83,5
5,1,01-A3,6,63,4,6,120,6,10,83,5
5,1,01-A3,3,10,2,9,243,6,10,83,5
5,1,01-A3,14,153,7,16,194,7,10,83,5
5,1,01-A3,11,37,3,18,142,7,10,83,5
5,1,01-A3,12,44,5,18,121,7,10,83,5
5,1,01-A3,20,297,10,23,292,10,10,83,5
5,1,01-A3,20,126,6,31,260,10,10,83,5
5,1,01-A3,9,17,2,18,226,9,10,83,5
5,1,01-A3,9,25,3,16,162,8,10,83,5
5,1,01-A3,11,91,5,14,181,7,10,83,5
5,1,01-A3,2,19,1,6,79,7,10,83,5
5,1,01-A3,10,22,3,13,57,5,10,83,5
5,1,01-A3,14,55,5,23,150,7,10,83,5
5,1,01-A3,13,209,8,16,302,10,10,83,5
5,1,01-A3,25,68,5,30,262,8,10,83,5
5,1,01-A3,17,100,6,19,170,7,10,83,5
5,1,01-A3,12,69,5,14,114,6,10,83,5
5,1,01-A3,23,287,10,27,345,11,10,83,5
5,1,01-A3,3,272,9,18,405,12,10,83,5
1,1,01-A4,9,126,5,12,190,8,14,120,6
1,1,01-A4,19,147,7,21,216,9,14,120,6
1,1,01-A4,19,220,8,22,299,10,14,120,6
1,1,01-A4,23,138,7,26,186,9,14,120,6
1,1,01-A4,15,148,6,27,516,10,14,120,6
1,1,01-A4,25,43,4,39,177,8,14,120,6
1,1,01-A4,30,985,16,39,1701,21,14,120,6
1,1,01-A4,22,174,9,21,184,8,14,120,6
1,1,01-A4,23,144,8,33,236,9,14,120,6
1,1,01-A4,26,133,7,62,936,19,14,120,6
1,1,01-A4,33,340,10,29,559,12,14,120,6
1,1,01-A4,28,223,8,33,264,8,14,120,6
1,1,01-A4,23,210,9,44,422,12,14,120,6
1,1,01-A4,20,126,8,28,203,9,14,120,6
1,1,01-A4,19,262,8,20,313,9,14,120,6
1,1,01-A4,12,153,7,15,307,8,14,120,6
1,1,01-A4,18,265,6,21,410,8,14,120,6
1,1,01-A4,23,439,12,28,589,13,14,120,6
1,1,01-A4,11,284,9,14,283,9,14,120,6
1,1,01-A4,14,155,8,17,253,9,14,120,6
1,1,01-A4,18,377,12,18,362,11,14,120,6
1,1,01-A4,40,504,12,48,578,13,14,120,6
1,1,01-A4,14,107,6,18,183,9,14,120,6
1,1,01-A4,13,113,6,29,299,10,14,120,6
1,1,01-A4,8,25,4,11,144,8,14,120,6
1,1,01-A4,24,79,5,28,148,7,14,120,6
1,1,01-A4,14,35,4,17,156,8,14,120,6
1,1,01-A4,31,655,16,39,677,18,14,120,6
1,1,01-A4,11,390,12,52,600,16,14,120,6
1,1,01-A4,13,110,8,13,139,9,14,120,6
1,1,01-A4,32,311,10,35,260,10,14,120,6
1,1,01-A4,14,305,10,45,773,16,14,120,6
1,1,01-A4,8,67,5,25,266,10,14,120,6
1,1,01-A4,22,16,2,39,190,7,14,120,6
1,1,01-A4,16,151,7,19,182,8,14,120,6
1,1,01-A4,21,448,12,23,549,12,14,120,6
