session,level,subject,articles,citations,hindex,real_articles,real_citations,real_hindex,threshold_articles,threshold_citations,threshold_hindex
2,2,01-A2,7,22,3,8,34,3,4,15,2
2,2,01-A2,4,5,1,8,9,2,3,10,2
2,2,01-A2,4,9,2,5,14,2,4,15,2
3,2,01-A2,2,4,1,5,6,2,4,15,2
3,2,01-A2,3,9,2,6,37,4,4,15,2
3,2,01-A2,3,4,1,4,11,2,4,15,2
3,2,01-A2,10,6,1,13,27,3,3,10,2
3,2,01-A2,7,21,3,10,19,3,4,15,2
3,2,01-A2,5,40,4,6,122,7,3,10,2
3,2,01-A2,10,21,3,14,57,4,4,15,2
3,2,01-A2,2,2,1,6,10,2,3,10,2
3,2,01-A2,4,40,4,6,64,4,4,15,2
3,2,01-A2,7,6,1,8,20,3,4,15,2
3,2,01-A2,4,11,3,15,69,4,4,15,2
3,2,01-A2,6,41,3,24,328,11,3,10,2
3,2,01-A2,6,74,5,8,128,7,3,10,2
4,2,01-A2,9,91,5,13,122,6,4,15,2
4,2,01-A2,2,0,0,4,13,2,4,15,2
4,2,01-A2,14,35,4,17,91,5,4,15,2
4,2,01-A2,9,13,2,12,30,3,4,15,2
4,2,01-A2,1,16,3,2,28,3,4,15,2
4,2,01-A2,1,8,1,3,10,2,4,15,2
4,2,01-A2,0,9,2,3,43,4,3,10,2
4,2,01-A2,5,5,1,5,17,3,4,15,2
4,2,01-A2,2,8,1,4,7,2,4,15,2
4,2,01-A2,9,96,7,13,194,9,4,15,2
4,2,01-A2,7,25,3,9,107,7,3,10,2
4,2,01-A2,4,23,3,5,56,3,3,10,2
4,2,01-A2,5,21,2,8,41,3,4,15,2
4,2,01-A2,8,12,2,13,34,4,3,10,2
4,2,01-A2,7,17,3,10,43,4,3,10,2
4,2,01-A2,7,11,2,9,14,2,4,15,2
4,2,01-A2,10,31,4,14,101,6,3,10,2
4,2,01-A2,4,7,2,5,12,2,4,15,2
4,2,01-A2,7,52,3,11,71,3,4,15,2
4,2,01-A2,21,56,4,23,191,8,3,10,2
4,2,01-A2,1,4,1,2,12,2,3,10,2
4,2,01-A2,5,3,1,8,17,3,3,10,2
4,2,01-A2,4,1,1,5,22,3,4,15,2
4,2,01-A2,9,86,5,11,207,9,4,15,2
4,2,01-A2,4,18,2,6,21,3,4,15,2
4,2,01-A2,12,91,5,13,82,5,4,15,2
4,2,01-A2,5,7,2,7,22,3,4,15,2
4,2,01-A2,2,160,9,3,114,7,3,10,2
4,2,01-A2,4,9,2,20,129,6,3,10,2
4,2,01-A2,6,71,4,11,120,6,4,15,2
4,2,01-A2,18,1,1,18,135,8,4,15,2
4,2,01-A2,2,23,3,9,63,6,4,15,2
4,2,01-A2,5,13,2,7,46,4,3,10,2
4,2,01-A2,4,32,4,4,50,5,4,15,2
4,2,01-A2,5,22,2,5,15,3,3,10,2
4,2,01-A2,3,11,2,5,15,2,3,10,2
4,2,01-A2,8,63,4,11,166,7,4,15,2
4,2,01-A2,10,19,2,12,35,4,4,15,2
4,2,01-A2,15,30,3,18,62,5,4,15,2
4,2,01-A2,7,6,2,7,21,3,4,15,2
4,2,01-A2,2,13,2,6,44,4,4,15,2
4,2,01-A2,9,18,2,10,31,3,4,15,2
4,2,01-A2,7,11,2,5,11,2,3,10,2
5,2,01-A2,2,10,2,2,16,3,4,15,2
5,2,01-A2,0,12,2,4,20,3,3,10,2
5,2,01-A2,5,6,2,7,8,2,4,15,2
5,2,01-A2,5,3,1,13,34,4,4,15,2
5,2,01-A2,1,3,1,5,28,3,3,10,2
5,2,01-A2,5,50,5,7,58,4,4,15,2
5,2,01-A2,9,17,3,9,15,2,4,15,2
5,2,01-A2,3,4,1,5,26,3,4,15,2
5,2,01-A2,2,41,4,6,72,5,3,10,2
5,2,01-A2,4,89,4,6,87,4,4,15,2
5,2,01-A2,6,6,2,13,21,3,3,10,2
5,2,01-A2,14,4,1,16,24,3,3,10,2
5,2,01-A2,4,5,1,4,3,1,4,15,2
5,2,01-A2,1,10,2,10,63,5,4,15,2
5,2,01-A2,5,10,2,7,26,3,3,10,2
5,2,01-A2,6,2,1,9,14,2,3,10,2
5,2,01-A2,4,3,1,4,5,2,3,10,2
5,2,01-A2,8,15,2,8,36,5,4,15,2
5,2,01-A2,6,9,2,8,20,3,4,15,2
5,2,01-A2,1,2,1,3,2,1,4,15,2
5,2,01-A2,7,3,1,10,11,2,4,15,2
5,2,01-A2,8,3,1,6,5,2,4,15,2
5,2,01-A2,7,32,3,8,91,5,3,10,2
5,2,01-A2,5,8,2,6,17,3,4,15,2
5,2,01-A2,3,5,1,6,12,2,4,15,2
5,2,01-A2,2,11,2,4,26,4,3,10,2
5,2,01-A2,1,35,3,2,48,3,4,15,2
5,2,01-A2,1,1,1,4,19,2,4,15,2
5,2,01-A2,7,8,2,9,11,2,4,15,2
5,2,01-A2,2,3,1,4,19,2,4,15,2
5,2,01-A2,7,5,1,8,8,2,3,10,2
5,2,01-A2,11,14,2,10,24,3,3,10,2
5,2,01-A2,3,20,3,5,24,3,4,15,2
5,2,01-A2,3,2,1,3,9,2,3,10,2
5,2,01-A2,9,11,2,10,22,3,4,15,2
5,2,01-A2,6,3,1,8,27,3,3,10,2
5,2,01-A2,3,17,3,5,38,5,4,15,2
5,2,01-A2,20,34,4,24,31,3,4,15,2
5,2,01-A2,8,37,4,14,97,6,4,15,2
5,2,01-A2,0,3,1,8,5,2,4,15,2
5,2,01-A2,2,1,1,3,6,2,3,10,2
5,2,01-A2,2,1,1,2,21,3,4,15,2
5,2,01-A2,8,3,1,12,23,3,4,15,2
5,2,01-A2,2,6,2,4,10,2,4,15,2
5,2,01-A2,4,4,1,4,9,2,4,15,2
5,2,01-A2,7,61,4,10,70,4,4,15,2
5,2,01-A2,3,3,1,5,8,2,4,15,2
5,2,01-A2,7,8,2,10,16,3,4,15,2
5,2,01-A2,4,21,3,7,25,3,3,10,2
5,2,01-A2,3,1,1,5,10,2,3,10,2
5,2,01-A2,4,7,2,6,13,3,3,10,2
5,2,01-A2,5,2,1,6,8,2,4,15,2
5,2,01-A2,5,6,1,7,23,3,3,10,2
5,2,01-A2,4,24,2,6,31,2,4,15,2
5,2,01-A2,5,8,2,11,16,2,3,10,2
5,2,01-A2,5,15,2,7,20,3,4,15,2
5,2,01-A2,5,4,1,7,21,3,4,15,2
5,2,01-A2,4,11,2,6,15,3,3,10,2
5,2,01-A2,7,7,2,8,19,3,4,15,2
5,2,01-A2,1,10,2,1,30,3,4,15,2
5,2,01-A2,5,4,1,8,11,2,4,15,2
5,2,01-A2,5,1,1,10,34,3,4,15,2
5,2,01-A2,2,7,2,2,15,3,4,15,2
5,2,01-A2,3,1,1,5,7,2,4,15,2
5,2,01-A2,1,2,1,3,15,3,4,15,2
5,2,01-A2,10,21,3,14,48,5,4,15,2
5,2,01-A2,5,19,3,10,84,6,4,15,2
5,2,01-A2,6,2,1,6,9,2,4,15,2
5,2,01-A2,15,75,5,20,101,6,4,15,2
5,2,01-A2,8,65,4,9,93,5,4,15,2
5,2,01-A2,4,36,4,5,31,2,3,10,2
5,2,01-A2,8,12,2,9,30,3,3,10,2
5,2,01-A2,6,5,1,6,10,2,4,15,2
1,2,01-A3,7,31,3,8,55,4,7,40,4
1,2,01-A3,7,48,4,8,80,5,7,40,4
1,2,01-A3,7,30,4,11,42,4,6,39,3
1,2,01-A3,11,64,5,29,231,9,7,40,4
1,2,01-A3,8,22,3,13,92,7,7,40,4
1,2,01-A3,2,4,1,10,30,4,7,40,4
1,2,01-A3,9,25,3,14,67,5,7,40,4
1,2,01-A3,6,28,3,10,67,5,7,40,4
1,2,01-A3,1,0,0,11,90,7,6,39,3
1,2,01-A3,2,13,2,3,45,4,7,40,4
1,2,01-A3,4,40,4,6,81,5,7,40,4
1,2,01-A3,10,80,6,9,121,7,7,40,4
1,2,01-A3,9,59,5,11,80,7,7,40,4
1,2,01-A3,13,153,8,14,240,8,6,39,3
1,2,01-A3,21,109,6,25,145,7,6,39,3
1,2,01-A3,12,49,5,14,84,6,6,39,3
1,2,01-A3,5,38,3,11,144,8,7,40,4
1,2,01-A3,5,43,4,9,51,4,6,39,3
1,2,01-A3,9,36,4,10,79,5,6,39,3
1,2,01-A3,5,9,2,16,322,8,7,40,4
1,2,01-A3,4,3,1,11,103,4,6,39,3
1,2,01-A3,7,45,5,9,85,6,7,40,4
1,2,01-A3,6,19,2,9,93,6,6,39,3
1,2,01-A3,2,35,3,4,50,4,7,40,4
1,2,01-A3,6,23,3,7,42,4,7,40,4
1,2,01-A3,9,40,4,12,56,5,7,40,4
1,2,01-A3,7,12,2,15,86,6,7,40,4
1,2,01-A3,6,45,3,18,251,7,7,40,4
1,2,01-A3,7,41,4,13,108,5,7,40,4
1,2,01-A3,7,12,2,9,58,4,7,40,4
1,2,01-A3,12,19,3,25,80,6,7,40,4
1,2,01-A3,1,15,3,2,67,5,7,40,4
1,2,01-A3,11,42,3,13,76,5,7,40,4
1,2,01-A3,4,28,3,7,59,3,7,40,4
1,2,01-A3,0,0,0,16,157,7,6,39,3
1,2,01-A3,3,18,4,6,24,3,6,39,3
1,2,01-A3,1,17,2,8,47,3,7,40,4
1,2,01-A3,18,69,6,20,124,8,7,40,4
1,2,01-A3,8,18,3,9,37,4,6,39,3
1,2,01-A3,2,47,4,5,56,5,7,40,4
1,2,01-A3,7,76,5,14,149,7,7,40,4
1,2,01-A3,10,29,4,14,70,5,7,40,4
1,2,01-A3,7,31,3,15,61,5,7,40,4
1,2,01-A3,4,28,2,8,110,5,7,40,4
1,2,01-A3,8,56,4,11,124,6,7,40,4
1,2,01-A3,5,12,3,7,46,5,7,40,4
1,2,01-A3,7,8,2,11,60,5,7,40,4
1,2,01-A3,7,16,3,7,63,5,7,40,4
1,2,01-A3,7,4,1,13,84,5,7,40,4
1,2,01-A3,5,41,3,12,96,5,7,40,4
1,2,01-A3,5,53,4,10,71,5,7,40,4
1,2,01-A3,5,23,2,11,47,4,7,40,4
1,2,01-A3,8,25,3,12,69,6,7,40,4
1,2,01-A3,8,7,1,16,50,4,7,40,4
1,2,01-A3,2,18,2,11,192,6,7,40,4
1,2,01-A3,4,11,2,9,71,5,7,40,4
1,2,01-A3,9,67,5,15,118,5,6,39,3
1,2,01-A3,2,24,3,14,113,7,7,40,4
1,2,01-A3,7,33,4,8,37,4,7,40,4
1,2,01-A3,6,34,4,8,34,4,7,40,4
1,2,01-A3,8,30,3,11,100,6,7,40,4
1,2,01-A3,10,15,2,19,50,5,7,40,4
1,2,01-A3,7,22,3,12,71,6,7,40,4
1,2,01-A3,8,16,3,12,55,5,7,40,4
1,2,01-A3,5,44,4,9,82,5,7,40,4
1,2,01-A3,19,91,4,24,191,7,7,40,4
1,2,01-A3,6,31,3,7,76,5,6,39,3
1,2,01-A3,11,52,4,15,91,6,7,40,4
1,2,01-A3,6,43,3,10,152,5,7,40,4
1,2,01-A3,10,18,3,16,52,4,7,40,4
1,2,01-A3,6,20,3,12,57,5,7,40,4
1,2,01-A3,9,54,5,10,73,6,7,40,4
1,2,01-A3,9,27,3,10,35,3,6,39,3
1,2,01-A3,6,14,3,10,80,5,7,40,4
1,2,01-A3,8,43,4,9,51,4,6,39,3
1,2,01-A3,10,18,2,16,57,5,7,40,4
1,2,01-A3,9,106,6,13,170,8,7,40,4
1,2,01-A3,8,19,3,10,59,4,7,40,4
1,2,01-A3,9,27,3,14,94,7,7,40,4
1,2,01-A3,14,30,3,19,63,5,7,40,4
1,2,01-A3,3,0,0,13,66,5,7,40,4
1,2,01-A3,1,5,1,4,62,6,6,39,3
1,2,01-A3,3,60,4,4,64,4,7,40,4
1,2,01-A3,11,44,3,12,121,7,6,39,3
1,2,01-A3,1,7,1,16,79,6,7,40,4
1,2,01-A3,12,45,5,17,75,6,7,40,4
1,2,01-A3,5,44,5,11,149,7,7,40,4
1,2,01-A3,42,738,13,75,1487,20,7,40,4
1,2,01-A3,14,49,4,19,76,5,6,39,3
1,2,01-A3,7,15,2,10,39,4,7,40,4
1,2,01-A3,6,42,4,7,73,5,7,40,4
1,2,01-A3,8,47,4,9,92,6,6,39,3
1,2,01-A3,22,131,6,29,179,7,7,40,4
1,2,01-A3,7,16,2,11,53,4,7,40,4
1,2,01-A3,2,25,3,9,69,5,7,40,4
1,2,01-A3,4,19,3,6,56,4,7,40,4
1,2,01-A3,12,37,3,14,72,5,7,40,4
1,2,01-A3,9,26,3,9,40,4,7,40,4
1,2,01-A3,13,29,3,17,86,4,7,40,4
1,2,01-A3,4,17,2,10,90,6,7,40,4
1,2,01-A3,9,63,5,12,94,6,7,40,4
1,2,01-A3,14,17,2,20,72,6,7,40,4
1,2,01-A3,17,55,4,21,86,5,7,40,4
1,2,01-A3,10,67,6,13,74,6,7,40,4
1,2,01-A3,9,31,3,10,28,3,6,39,3
1,2,01-A3,16,239,8,18,272,8,7,40,4
1,2,01-A3,13,203,8,34,309,10,7,40,4
1,2,01-A3,11,41,4,16,90,5,7,40,4
1,2,01-A3,13,27,4,14,47,4,7,40,4
1,2,01-A3,8,17,3,13,65,5,7,40,4
1,2,01-A3,11,179,8,13,255,10,7,40,4
1,2,01-A3,6,25,4,6,44,4,6,39,3
1,2,01-A3,2,23,2,7,223,7,7,40,4
1,2,01-A3,4,23,3,6,60,6,7,40,4
1,2,01-A3,6,25,3,8,90,6,6,39,3
1,2,01-A3,7,14,3,8,89,6,7,40,4
1,2,01-A3,3,8,1,20,61,5,7,40,4
1,2,01-A3,6,137,7,10,294,10,7,40,4
1,2,01-A3,11,44,3,13,66,5,7,40,4
1,2,01-A3,6,29,4,7,85,6,7,40,4
1,2,01-A3,7,28,3,9,57,4,7,40,4
1,2,01-A3,18,28,3,21,89,5,7,40,4
1,2,01-A3,15,15,2,19,58,5,7,40,4
1,2,01-A3,6,30,2,8,106,5,7,40,4
1,2,01-A3,0,105,5,2,134,6,7,40,4
1,2,01-A3,7,35,4,9,86,5,7,40,4
1,2,01-A3,6,11,2,6,50,4,7,40,4
1,2,01-A3,5,48,5,8,80,6,6,39,3
1,2,01-A3,7,26,3,10,54,5,7,40,4
1,2,01-A3,12,54,5,16,94,6,7,40,4
1,2,01-A3,7,73,6,7,102,7,7,40,4
1,2,01-A3,6,28,3,12,94,7,7,40,4
1,2,01-A3,8,220,8,11,299,10,6,39,3
2,2,01-A3,11,31,4,10,47,4,7,40,4
2,2,01-A3,16,52,5,15,52,5,7,40,4
2,2,01-A3,5,13,2,19,57,5,7,40,4
2,2,01-A3,2,21,3,7,68,4,6,39,3
2,2,01-A3,11,66,5,17,123,7,7,40,4
2,2,01-A3,5,35,4,6,52,5,7,40,4
2,2,01-A3,7,88,6,12,78,6,7,40,4
2,2,01-A3,3,3,1,21,46,4,7,40,4
2,2,01-A3,13,25,3,14,44,4,7,40,4
2,2,01-A3,10,87,4,10,72,5,6,39,3
2,2,01-A3,14,89,6,21,257,10,7,40,4
2,2,01-A3,2,69,3,6,71,4,6,39,3
2,2,01-A3,5,100,6,12,581,10,6,39,3
2,2,01-A3,6,89,5,10,116,6,6,39,3
2,2,01-A3,7,53,4,14,94,5,6,39,3
2,2,01-A3,4,19,2,6,49,4,7,40,4
2,2,01-A3,4,29,3,7,29,4,6,39,3
2,2,01-A3,9,14,2,11,53,5,7,40,4
2,2,01-A3,7,30,3,16,122,7,7,40,4
2,2,01-A3,6,30,3,6,78,5,7,40,4
2,2,01-A3,11,28,3,15,48,4,7,40,4
2,2,01-A3,2,5,1,6,42,4,7,40,4
2,2,01-A3,14,117,6,23,192,7,7,40,4
2,2,01-A3,3,24,3,7,42,3,7,40,4
2,2,01-A3,7,53,4,9,83,5,7,40,4
2,2,01-A3,2,14,2,11,153,6,7,40,4
2,2,01-A3,18,37,3,24,103,7,6,39,3
2,2,01-A3,5,19,1,16,47,4,7,40,4
2,2,01-A3,2,16,2,10,54,5,7,40,4
3,2,01-A3,6,33,3,7,47,3,7,40,4
3,2,01-A3,9,6,2,21,66,5,7,40,4
3,2,01-A3,9,48,4,12,68,5,7,40,4
3,2,01-A3,8,47,5,12,109,6,7,40,4
3,2,01-A3,6,48,4,8,70,4,7,40,4
3,2,01-A3,5,84,6,7,97,5,7,40,4
3,2,01-A3,14,22,3,15,54,5,7,40,4
3,2,01-A3,10,21,3,14,57,4,6,39,3
3,2,01-A3,9,66,4,13,103,5,7,40,4
3,2,01-A3,4,67,3,8,45,4,7,40,4
4,2,01-A3,6,24,3,7,59,4,7,40,4
4,2,01-A3,3,24,3,9,63,6,7,40,4
4,2,01-A3,8,87,4,10,62,4,7,40,4
4,2,01-A3,12,84,6,15,108,7,7,40,4
4,2,01-A3,4,21,3,7,36,4,7,40,4
4,2,01-A3,6,32,4,8,43,4,7,40,4
4,2,01-A3,6,41,4,8,62,5,7,40,4
4,2,01-A3,8,66,5,8,73,5,7,40,4
4,2,01-A3,8,58,4,13,122,6,7,40,4
4,2,01-A3,14,99,6,29,204,9,7,40,4
4,2,01-A3,12,41,4,14,96,6,7,40,4
4,2,01-A3,8,19,2,11,44,4,6,39,3
4,2,01-A3,8,34,3,11,52,6,6,39,3
4,2,01-A3,9,16,2,10,43,4,7,40,4
4,2,01-A3,12,28,3,14,35,3,6,39,3
4,2,01-A3,7,25,3,6,29,4,7,40,4
4,2,01-A3,5,59,4,7,136,6,7,40,4
4,2,01-A3,4,44,3,8,45,3,7,40,4
4,2,01-A3,4,24,3,4,54,4,7,40,4
4,2,01-A3,2,15,2,5,42,4,7,40,4
4,2,01-A3,8,34,4,11,58,5,7,40,4
4,2,01-A3,11,32,3,15,49,4,7,40,4
4,2,01-A3,4,14,3,6,35,4,6,39,3
4,2,01-A3,6,37,4,9,87,5,7,40,4
4,2,01-A3,12,16,3,10,25,4,6,39,3
4,2,01-A3,3,8,2,10,49,5,7,40,4
